ID	Slp_T	Send_TS				RECV_TS
0	100	1403525379,415978	1403525379,417153
1	100	1403525379,416485	1403525379,417453
2	100	1403525379,416893	1403525379,417811
3	100	1403525379,417301	1403525379,418246
4	100	1403525379,417660	1403525379,418656
5	100	1403525379,418037	1403525379,418942
6	100	1403525379,418405	1403525379,419304
7	100	1403525379,418769	1403525379,419684
8	100	1403525379,419164	1403525379,420047
9	100	1403525379,419517	1403525379,420545
10	100	1403525379,419864	1403525379,420724
11	100	1403525379,420213	1403525379,421136
12	100	1403525379,420557	1403525379,421517
13	100	1403525379,420948	1403525379,421868
14	100	1403525379,421282	1403525379,422208
15	100	1403525379,421661	1403525379,422546
16	100	1403525379,422011	1403525379,422910
17	100	1403525379,422359	1403525379,423253
18	100	1403525379,422698	1403525379,423712
19	100	1403525379,423160	1403525379,424059
20	100	1403525379,423519	1403525379,425485
21	100	1403525379,423866	1403525379,425596
22	100	1403525379,424225	1403525379,425776
23	100	1403525379,424557	1403525379,425859
24	100	1403525379,424906	1403525379,425895
25	100	1403525379,425171	1403525379,426021
26	100	1403525379,425433	1403525379,426288
27	100	1403525379,425698	1403525379,426568
28	100	1403525379,425959	1403525379,426826
29	100	1403525379,426219	1403525379,427130
30	100	1403525379,426479	1403525379,427329
31	100	1403525379,426826	1403525379,427710
32	100	1403525379,427135	1403525379,428052
33	100	1403525379,427415	1403525379,428255
34	100	1403525379,427686	1403525379,428557
35	100	1403525379,427966	1403525379,428884
36	100	1403525379,428290	1403525379,429228
37	100	1403525379,428604	1403525379,429536
38	100	1403525379,428989	1403525379,429907
39	100	1403525379,429366	1403525379,430264
40	100	1403525379,429755	1403525379,430661
41	100	1403525379,430147	1403525379,431040
42	100	1403525379,430510	1403525379,431399
43	100	1403525379,430857	1403525379,431765
44	100	1403525379,431256	1403525379,432158
45	100	1403525379,431644	1403525379,432538
46	100	1403525379,432011	1403525379,432894
47	100	1403525379,432361	1403525379,433266
48	100	1403525379,432731	1403525379,433630
49	100	1403525379,433100	1403525379,434039
0	500	1403525379,437535	1403525379,438612
1	500	1403525379,438483	1403525379,439420
2	500	1403525379,439465	1403525379,440407
3	500	1403525379,440302	1403525379,441232
4	500	1403525379,441113	1403525379,442050
5	500	1403525379,441925	1403525379,442845
6	500	1403525379,442830	1403525379,443790
7	500	1403525379,443680	1403525379,444607
8	500	1403525379,444492	1403525379,445417
9	500	1403525379,445308	1403525379,446230
10	500	1403525379,446117	1403525379,447039
11	500	1403525379,446917	1403525379,447848
12	500	1403525379,447730	1403525379,448658
13	500	1403525379,448547	1403525379,449473
14	500	1403525379,449353	1403525379,450280
15	500	1403525379,450162	1403525379,451093
16	500	1403525379,450979	1403525379,452000
17	500	1403525379,451948	1403525379,452926
18	500	1403525379,452867	1403525379,453847
19	500	1403525379,453753	1403525379,454827
20	500	1403525379,454644	1403525379,455753
21	500	1403525379,455732	1403525379,456715
22	500	1403525379,456609	1403525379,457591
23	500	1403525379,457479	1403525379,458456
24	500	1403525379,458349	1403525379,459337
25	500	1403525379,459228	1403525379,460220
26	500	1403525379,460116	1403525379,461090
27	500	1403525379,460999	1403525379,461979
28	500	1403525379,461877	1403525379,462847
29	500	1403525379,462814	1403525379,463800
30	500	1403525379,463738	1403525379,464718
31	500	1403525379,464622	1403525379,465609
32	500	1403525379,465508	1403525379,466484
33	500	1403525379,466389	1403525379,467362
34	500	1403525379,467273	1403525379,468262
35	500	1403525379,468163	1403525379,469145
36	500	1403525379,469071	1403525379,470060
37	500	1403525379,469976	1403525379,470964
38	500	1403525379,470848	1403525379,471836
39	500	1403525379,471739	1403525379,472732
40	500	1403525379,472625	1403525379,473607
41	500	1403525379,473510	1403525379,474495
42	500	1403525379,474392	1403525379,475382
43	500	1403525379,475286	1403525379,476270
44	500	1403525379,476218	1403525379,477199
45	500	1403525379,477138	1403525379,478123
46	500	1403525379,478016	1403525379,478998
47	500	1403525379,478899	1403525379,479899
48	500	1403525379,479849	1403525379,480842
49	500	1403525379,480736	1403525379,481731
0	1000	1403525379,487211	1403525379,488429
1	1000	1403525379,488934	1403525379,489993
2	1000	1403525379,490378	1403525379,491417
3	1000	1403525379,492001	1403525379,493047
4	1000	1403525379,493463	1403525379,494503
5	1000	1403525379,494890	1403525379,495952
6	1000	1403525379,496374	1403525379,497410
7	1000	1403525379,497845	1403525379,498900
8	1000	1403525379,499292	1403525379,500294
9	1000	1403525379,500790	1403525379,501792
10	1000	1403525379,502213	1403525379,503219
11	1000	1403525379,503864	1403525379,504895
12	1000	1403525379,505378	1403525379,506453
13	1000	1403525379,506859	1403525379,507907
14	1000	1403525379,508339	1403525379,509384
15	1000	1403525379,509774	1403525379,510823
16	1000	1403525379,511247	1403525379,512289
17	1000	1403525379,512715	1403525379,513763
18	1000	1403525379,514151	1403525379,515223
19	1000	1403525379,515619	1403525379,516616
20	1000	1403525379,517023	1403525379,518072
21	1000	1403525379,518493	1403525379,519588
22	1000	1403525379,520063	1403525379,521117
23	1000	1403525379,521490	1403525379,522498
24	1000	1403525379,522885	1403525379,523944
25	1000	1403525379,524376	1403525379,525411
26	1000	1403525379,525829	1403525379,526878
27	1000	1403525379,527263	1403525379,528349
28	1000	1403525379,528764	1403525379,529821
29	1000	1403525379,530227	1403525379,531450
30	1000	1403525379,531666	1403525379,532713
31	1000	1403525379,533141	1403525379,534195
32	1000	1403525379,534593	1403525379,535763
33	1000	1403525379,536141	1403525379,537210
34	1000	1403525379,537633	1403525379,538684
35	1000	1403525379,539092	1403525379,540158
36	1000	1403525379,540544	1403525379,541604
37	1000	1403525379,542030	1403525379,543070
38	1000	1403525379,543477	1403525379,544531
39	1000	1403525379,544920	1403525379,545985
40	1000	1403525379,546400	1403525379,547438
41	1000	1403525379,547992	1403525379,549040
42	1000	1403525379,549424	1403525379,550485
43	1000	1403525379,550899	1403525379,552009
44	1000	1403525379,552379	1403525379,553436
45	1000	1403525379,553853	1403525379,554900
46	1000	1403525379,555287	1403525379,556338
47	1000	1403525379,556766	1403525379,557812
48	1000	1403525379,558212	1403525379,559272
49	1000	1403525379,559648	1403525379,560772
0	5000	1403525379,570317	1403525379,571643
1	5000	1403525379,576165	1403525379,577238
2	5000	1403525379,581692	1403525379,582767
3	5000	1403525379,587133	1403525379,588245
4	5000	1403525379,592611	1403525379,593672
